Datum,Částka,Zpráva,Kategorie,Merchant,Month,Year
2022-09-27,-15000.0,"Částka: 15000 CZK 25.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 15000 CZK 25.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-27,-6000.0,"Částka: 6000 CZK 25.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 6000 CZK 25.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-30,-5000.0,"Částka: 5000 CZK 28.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 5000 CZK 28.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-30,-6000.0,"Částka: 6000 CZK 28.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 6000 CZK 28.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-09-30,-18000.0,"Částka: 18000 CZK 28.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 18000 CZK 28.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-09,2022
2022-10-03,-17000.0,"Částka: 17000 CZK 01.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 17000 CZK 01.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-03,-30000.0,"Částka: 30000 CZK 01.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 30000 CZK 01.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-03,-15000.0,"Částka: 15000 CZK 01.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 15000 CZK 01.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-03,-20000.0,"Částka: 20000 CZK 29.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 20000 CZK 29.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-03,-6000.0,"Částka: 6000 CZK 29.09.2022 Místo: Fortuna ifortuna.cz  , Částka: 6000 CZK 29.09.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-13,-10000.0,"Částka: 10000 CZK 11.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 10000 CZK 11.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-13,-10000.0,"Částka: 10000 CZK 11.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 10000 CZK 11.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-13,-20000.0,"Částka: 20000 CZK 11.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 20000 CZK 11.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-13,-30000.0,"Částka: 30000 CZK 11.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 30000 CZK 11.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-13,-30000.0,"Částka: 30000 CZK 11.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 30000 CZK 11.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-14,-20000.0,"Částka: 20000 CZK 12.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 20000 CZK 12.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-14,-40000.0,"Částka: 40000 CZK 12.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 40000 CZK 12.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-14,-20000.0,"Částka: 20000 CZK 12.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 20000 CZK 12.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2022-10-14,-20000.0,"Částka: 20000 CZK 12.10.2022 Místo: Fortuna ifortuna.cz  , Částka: 20000 CZK 12.10.2022, Místo: Fortuna, ifortuna.cz,",Volný čas a zábava,Fortuna,2022-10,2022
2024-07-01,-11000.0,"Částka: 11000 CZK 29.06.2024 Místo: Fortuna ifortuna.cz, Částka: 11000 CZK 29.06.2024, Místo: Fortuna, ifortuna.cz",Volný čas a zábava,Fortuna,2024-07,2024
2024-07-01,-24000.0,"Částka: 24000 CZK 29.06.2024 Místo: Fortuna ifortuna.cz, Částka: 24000 CZK 29.06.2024, Místo: Fortuna, ifortuna.cz",Volný čas a zábava,Fortuna,2024-07,2024
2024-07-01,-500.0,"Částka: 500 CZK 29.06.2024 Místo: Fortuna_458162 ifortuna.cz, Částka: 500 CZK 29.06.2024, Místo: Fortuna_458162, ifortuna.cz",Volný čas a zábava,Fortuna,2024-07,2024
2025-06-09,-6000.0,"Částka: 6000 CZK 05.06.2025 Místo: FORTUNA GAME a.s. Praha, Částka: 6000 CZK 05.06.2025, Místo: FORTUNA GAME a.s., Praha",Volný čas a zábava,Fortuna,2025-06,2025
2025-06-09,-1500.0,"Částka: 1500 CZK 05.06.2025 Místo: FORTUNA GAME a.s. Praha, Částka: 1500 CZK 05.06.2025, Místo: FORTUNA GAME a.s., Praha",Volný čas a zábava,Fortuna,2025-06,2025
2025-06-09,-9000.0,"Částka: 9000 CZK 05.06.2025 Místo: FORTUNA GAME a.s._6661 Praha, Částka: 9000 CZK 05.06.2025, Místo: FORTUNA GAME a.s._6661, Praha",Volný čas a zábava,Fortuna,2025-06,2025
2022-04-11,-227.0,"Částka: 227 CZK 09.04.2022 Místo: Fruitisimo IGY - OC Ceske Budejov  , Částka: 227 CZK 09.04.2022, Místo: Fruitisimo IGY - OC, Ceske Budejov,",Potraviny,Fruitisimo Igy - Oc Ceske Budej,2022-04,2022
2022-05-27,-151.0,"Částka: 151 CZK 25.05.2022 Místo: Fruitisimo IGY - OC Ceske Budejov  , Částka: 151 CZK 25.05.2022, Místo: Fruitisimo IGY - OC, Ceske Budejov,",Potraviny,Fruitisimo Igy - Oc Ceske Budej,2022-05,2022
2022-06-17,-127.0,"Částka: 127 CZK 15.06.2022 Místo: Fruitisimo IGY - OC Ceske Budejov  , Částka: 127 CZK 15.06.2022, Místo: Fruitisimo IGY - OC, Ceske Budejov,",Potraviny,Fruitisimo Igy - Oc Ceske Budej,2022-06,2022
2022-08-24,-290.0,"Částka: 290 CZK 22.08.2022 Místo: Fruitisimo IGY - OC Ceske Budejov  , Částka: 290 CZK 22.08.2022, Místo: Fruitisimo IGY - OC, Ceske Budejov,",Potraviny,Fruitisimo Igy - Oc Ceske Budej,2022-08,2022
2022-09-23,-379.0,"Částka: 379 CZK 21.09.2022 Místo: Fruitisimo IGY - OC Ceske Budejov  , Částka: 379 CZK 21.09.2022, Místo: Fruitisimo IGY - OC, Ceske Budejov,",Potraviny,Fruitisimo Igy - Oc Ceske Budej,2022-09,2022
2023-02-20,-116.0,"Částka: 116 CZK 17.02.2023 Místo: Fruitisimo IGY - OC Ceske Budejov, Částka: 116 CZK 17.02.2023, Místo: Fruitisimo IGY - OC, Ceske Budejov",Potraviny,Fruitisimo Igy - Oc Ceske Budej,2023-02,2023
2023-04-28,-201.0,"Částka: 201 CZK 26.04.2023 Místo: Fruitisimo IGY - OC Ceske Budejov, Částka: 201 CZK 26.04.2023, Místo: Fruitisimo IGY - OC, Ceske Budejov",Potraviny,Fruitisimo Igy - Oc Ceske Budej,2023-04,2023
2023-05-04,-1854.34,"Částka: 67,85 GBP 01.05.2023 Místo: G RAMSAY STREET BURGER EDINBURGH, Částka: 67,85 GBP 01.05.2023, Místo: G RAMSAY STREET BURGER, EDINBURGH",Restaurace,G Ramsay Street Burger Edinburg,2023-05,2023
2023-05-09,-2085.0,"Částka: 2085 CZK 05.05.2023 Místo: GIENGER TABOR CESKE BUDEJOV, Částka: 2085 CZK 05.05.2023, Místo: GIENGER TABOR, CESKE BUDEJOV",Odchozí nezatříděná,Gienger Tabor Ceske Budejov,2023-05,2023
2022-08-17,-139.78,"Částka: 10,88 BGN 14.08.2022 Místo: GINGERS EOOD BURGAS  , Částka: 10,88 BGN 14.08.2022, Místo: GINGERS EOOD, BURGAS,",Odchozí nezatříděná,Gingers Eood Burgas,2022-08,2022
2022-01-28,-579.0,"Částka: 579 CZK 27.01.2022 Místo: GLOBUS BUDEJOVICE CESKE BUDEJOV  , Částka: 579 CZK 27.01.2022, Místo: GLOBUS BUDEJOVICE, CESKE BUDEJOV,",Potraviny,Globus Budejovice Ceske Budejov,2022-01,2022
2023-07-10,-5663.93,"Částka: 5663,93 CZK 07.07.2023 Místo: GLOBUS BUDEJOVICE CESKE BUDEJOV, Částka: 5663,93 CZK 07.07.2023, Místo: GLOBUS BUDEJOVICE, CESKE BUDEJOV",Potraviny,Globus Budejovice Ceske Budejov,2023-07,2023
2023-07-24,-93.7,"Částka: 93,7 CZK 20.07.2023 Místo: GLOBUS BUDEJOVICE CESKE BUDEJOV, Částka: 93,7 CZK 20.07.2023, Místo: GLOBUS BUDEJOVICE, CESKE BUDEJOV",Potraviny,Globus Budejovice Ceske Budejov,2023-07,2023
2023-08-07,-199.5,"Částka: 199,5 CZK 03.08.2023 Místo: GLOBUS BUDEJOVICE CESKE BUDEJOV, Částka: 199,5 CZK 03.08.2023, Místo: GLOBUS BUDEJOVICE, CESKE BUDEJOV",Potraviny,Globus Budejovice Ceske Budejov,2023-08,2023
2024-03-11,-179.8,"Částka: 179,8 CZK 09.03.2024 Místo: GLOBUS BUDEJOVICE CESKE BUDEJOV, Částka: 179,8 CZK 09.03.2024, Místo: GLOBUS BUDEJOVICE, CESKE BUDEJOV",Potraviny,Globus Budejovice Ceske Budejov,2024-03,2024
2024-04-08,-109.8,"Částka: 109,8 CZK 05.04.2024 Místo: GLOBUS BUDEJOVICE CESKE BUDEJOV, Částka: 109,8 CZK 05.04.2024, Místo: GLOBUS BUDEJOVICE, CESKE BUDEJOV",Potraviny,Globus Budejovice Ceske Budejov,2024-04,2024
2024-04-08,-109.9,"Částka: 109,9 CZK 05.04.2024 Místo: GLOBUS BUDEJOVICE CESKE BUDEJOV, Částka: 109,9 CZK 05.04.2024, Místo: GLOBUS BUDEJOVICE, CESKE BUDEJOV",Potraviny,Globus Budejovice Ceske Budejov,2024-04,2024
2024-06-17,-358.9,"Částka: 358,9 CZK 14.06.2024 Místo: GLOBUS BUDEJOVICE CESKE BUDEJOV, Částka: 358,9 CZK 14.06.2024, Místo: GLOBUS BUDEJOVICE, CESKE BUDEJOV",Potraviny,Globus Budejovice Ceske Budejov,2024-06,2024
2025-06-02,-118.0,"Částka: 118 CZK 29.05.2025 Místo: GLOBUS VAM DEKUJE CESKE BUDEJOV, Částka: 118 CZK 29.05.2025, Místo: GLOBUS VAM DEKUJE, CESKE BUDEJOV",Potraviny,Globus Vam Dekuje Ceske Budejov,2025-06,2025
2025-06-18,-277.0,"Částka: 277 CZK 16.06.2025 Místo: GLOBUS VAM DEKUJE CESKE BUDEJOV, Částka: 277 CZK 16.06.2025, Místo: GLOBUS VAM DEKUJE, CESKE BUDEJOV",Potraviny,Globus Vam Dekuje Ceske Budejov,2025-06,2025
2024-05-14,-4657.0,"Částka: 4657 CZK 13.05.2024 Místo: GLS - VERONEX C. BUDEJOVICE, Částka: 4657 CZK 13.05.2024, Místo: GLS - VERONEX, C. BUDEJOVICE",Nákupy a služby,Gls - Veronex C. Budejovice,2024-05,2024
2022-02-11,-49.99,"Částka: 49,99 CZK 09.02.2022 Místo: Google Payment IE LTD Goo Dublin  , Částka: 49,99 CZK 09.02.2022, Místo: Google Payment IE LTD Goo, Dublin,",Odchozí nezatříděná,Google Payment Ie Ltd Goo Dubli,2022-02,2022
2022-02-14,-49.99,"Částka: 49,99 CZK 11.02.2022 Místo: Google Payment IE LTD Goo Dublin  , Částka: 49,99 CZK 11.02.2022, Místo: Google Payment IE LTD Goo, Dublin,",Odchozí nezatříděná,Google Payment Ie Ltd Goo Dubli,2022-02,2022
2022-02-18,-19.5,"Částka: 19,5 CZK 16.02.2022 Místo: Google Payment IE LTD Goo Dublin  , Částka: 19,5 CZK 16.02.2022, Místo: Google Payment IE LTD Goo, Dublin,",Odchozí nezatříděná,Google Payment Ie Ltd Goo Dubli,2022-02,2022
2022-02-21,-19.5,"Částka: 19,5 CZK 17.02.2022 Místo: Google Payment IE LTD Goo Dublin  , Částka: 19,5 CZK 17.02.2022, Místo: Google Payment IE LTD Goo, Dublin,",Odchozí nezatříděná,Google Payment Ie Ltd Goo Dubli,2022-02,2022
2022-02-21,-19.5,"Částka: 19,5 CZK 17.02.2022 Místo: Google Payment IE LTD Goo Dublin  , Částka: 19,5 CZK 17.02.2022, Místo: Google Payment IE LTD Goo, Dublin,",Odchozí nezatříděná,Google Payment Ie Ltd Goo Dubli,2022-02,2022
2022-03-02,-19.5,"Částka: 19,5 CZK 28.02.2022 Místo: Google Payment IE LTD Goo Dublin  , Částka: 19,5 CZK 28.02.2022, Místo: Google Payment IE LTD Goo, Dublin,",Odchozí nezatříděná,Google Payment Ie Ltd Goo Dubli,2022-03,2022
2022-03-03,-19.5,"Částka: 19,5 CZK 01.03.2022 Místo: Google Payment IE LTD Goo Dublin  , Částka: 19,5 CZK 01.03.2022, Místo: Google Payment IE LTD Goo, Dublin,",Odchozí nezatříděná,Google Payment Ie Ltd Goo Dubli,2022-03,2022
2022-03-28,-19.5,"Částka: 19,5 CZK 25.03.2022 Místo: Google Payment IE LTD Goo Dublin  , Částka: 19,5 CZK 25.03.2022, Místo: Google Payment IE LTD Goo, Dublin,",Odchozí nezatříděná,Google Payment Ie Ltd Goo Dubli,2022-03,2022
2023-05-02,-890.0,"Částka: 890 CZK 29.04.2023 Místo: GOPARKING.CZ PRAHA 3, Částka: 890 CZK 29.04.2023, Místo: GOPARKING.CZ, PRAHA 3",Tankování,Goparking.Cz Praha 3,2023-05,2023
2022-01-20,-992.0,"Částka: 992 CZK 18.01.2022 Místo: GOPAY  *LEVNEPLENY.CZ levnepleny.cz  , Částka: 992 CZK 18.01.2022, Místo: GOPAY  *LEVNEPLENY.CZ, levnepleny.cz,",Odchozí nezatříděná,Gopay,2022-01,2022
2022-02-08,-159.0,"Částka: 159 CZK 06.02.2022 Místo: GOPAY  *NOVA.CZ https://voyo.  , Částka: 159 CZK 06.02.2022, Místo: GOPAY  *NOVA.CZ, https://voyo.,",Nákupy a služby,Gopay,2022-02,2022
2022-03-10,-159.0,"Částka: 159 CZK 08.03.2022 Místo: GOPAY  *NOVA.CZ https://voyo.  , Částka: 159 CZK 08.03.2022, Místo: GOPAY  *NOVA.CZ, https://voyo.,",Nákupy a služby,Gopay,2022-03,2022
2022-04-11,-159.0,"Částka: 159 CZK 07.04.2022 Místo: GOPAY  *NOVA.CZ https://voyo.  , Částka: 159 CZK 07.04.2022, Místo: GOPAY  *NOVA.CZ, https://voyo.,",Nákupy a služby,Gopay,2022-04,2022
2022-05-09,-159.0,"Částka: 159 CZK 07.05.2022 Místo: GOPAY  *NOVA.CZ https://voyo.  , Částka: 159 CZK 07.05.2022, Místo: GOPAY  *NOVA.CZ, https://voyo.,",Nákupy a služby,Gopay,2022-05,2022
2022-06-08,-159.0,"Částka: 159 CZK 06.06.2022 Místo: GOPAY  *NOVA.CZ https://voyo.  , Částka: 159 CZK 06.06.2022, Místo: GOPAY  *NOVA.CZ, https://voyo.,",Nákupy a služby,Gopay,2022-06,2022
2022-07-08,-159.0,"Částka: 159 CZK 06.07.2022 Místo: GOPAY  *NOVA.CZ https://voyo.  , Částka: 159 CZK 06.07.2022, Místo: GOPAY  *NOVA.CZ, https://voyo.,",Nákupy a služby,Gopay,2022-07,2022
2022-08-08,-159.0,"Částka: 159 CZK 05.08.2022 Místo: GOPAY  *NOVA.CZ https://voyo.  , Částka: 159 CZK 05.08.2022, Místo: GOPAY  *NOVA.CZ, https://voyo.,",Nákupy a služby,Gopay,2022-08,2022
2022-09-06,-159.0,"Částka: 159 CZK 04.09.2022 Místo: GOPAY  *NOVA.CZ https://voyo.  , Částka: 159 CZK 04.09.2022, Místo: GOPAY  *NOVA.CZ, https://voyo.,",Nákupy a služby,Gopay,2022-09,2022
2022-10-06,-159.0,"Částka: 159 CZK 04.10.2022 Místo: GOPAY  *NOVA.CZ https://voyo.  , Částka: 159 CZK 04.10.2022, Místo: GOPAY  *NOVA.CZ, https://voyo.,",Nákupy a služby,Gopay,2022-10,2022
2023-01-02,-159.0,"Částka: 159 CZK 29.12.2022 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 29.12.2022, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-01,2023
2023-01-30,-159.0,"Částka: 159 CZK 28.01.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 28.01.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-01,2023
2023-03-01,-159.0,"Částka: 159 CZK 27.02.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 27.02.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-03,2023
2023-03-31,-159.0,"Částka: 159 CZK 29.03.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 29.03.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-03,2023
2023-05-02,-159.0,"Částka: 159 CZK 28.04.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 28.04.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-05,2023
2023-05-30,-159.0,"Částka: 159 CZK 28.05.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 28.05.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-05,2023
2023-06-29,-159.0,"Částka: 159 CZK 27.06.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 27.06.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-06,2023
2023-07-24,-1220.0,"Částka: 1220 CZK 21.07.2023 Místo: GOPAY  *TICKETLIVE.CZ ticketlive.cz, Částka: 1220 CZK 21.07.2023, Místo: GOPAY  *TICKETLIVE.CZ, ticketlive.cz",Volný čas a zábava,Gopay,2023-07,2023
2023-07-31,-159.0,"Částka: 159 CZK 27.07.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 27.07.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-07,2023
2023-08-28,-159.0,"Částka: 159 CZK 26.08.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 26.08.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-08,2023
2023-09-27,-159.0,"Částka: 159 CZK 25.09.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 25.09.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-09,2023
2023-10-27,-159.0,"Částka: 159 CZK 25.10.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 25.10.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-10,2023
2023-11-20,-3980.0,"Částka: 3980 CZK 15.11.2023 Místo: GOPAY  *TICKETSTREAM.CZ ticketstream., Částka: 3980 CZK 15.11.2023, Místo: GOPAY  *TICKETSTREAM.CZ, ticketstream.",Volný čas a zábava,Gopay,2023-11,2023
2023-11-24,-400.0,"Částka: 400 CZK 22.11.2023 Místo: GOPAY  *SVETLAVYPRAVEJI.C https://svetl, Částka: 400 CZK 22.11.2023, Místo: GOPAY  *SVETLAVYPRAVEJI.C, https://svetl",Odchozí nezatříděná,Gopay,2023-11,2023
2023-11-27,-159.0,"Částka: 159 CZK 24.11.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 24.11.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-11,2023
2023-12-27,-159.0,"Částka: 159 CZK 24.12.2023 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 24.12.2023, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2023-12,2023
2024-01-26,-159.0,"Částka: 159 CZK 24.01.2024 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 24.01.2024, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2024-01,2024
2024-02-26,-159.0,"Částka: 159 CZK 22.02.2024 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 22.02.2024, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2024-02,2024
2024-03-25,-159.0,"Částka: 159 CZK 23.03.2024 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 23.03.2024, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2024-03,2024
2024-04-24,-159.0,"Částka: 159 CZK 22.04.2024 Místo: GOPAY  $NOVA.CZ https://voyo., Částka: 159 CZK 22.04.2024, Místo: GOPAY  $NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2024-04,2024
2024-05-27,-159.0,"Částka: 159 CZK 23.05.2024 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 23.05.2024, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2024-05,2024
2024-06-24,-159.0,"Částka: 159 CZK 21.06.2024 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 21.06.2024, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2024-06,2024
2024-07-01,-10000.0,"Částka: 10000 CZK 29.06.2024 Místo: GOPAY  *TIPSPORT.CZ tipsport.cz/, Částka: 10000 CZK 29.06.2024, Místo: GOPAY  *TIPSPORT.CZ, tipsport.cz/",Volný čas a zábava,Gopay,2024-07,2024
2024-07-29,-159.0,"Částka: 159 CZK 26.07.2024 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 26.07.2024, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2024-07,2024
2024-08-22,-159.0,"Částka: 159 CZK 20.08.2024 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 20.08.2024, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2024-08,2024
2024-09-23,-159.0,"Částka: 159 CZK 19.09.2024 Místo: GOPAY  *NOVA.CZ https://voyo., Částka: 159 CZK 19.09.2024, Místo: GOPAY  *NOVA.CZ, https://voyo.",Nákupy a služby,Gopay,2024-09,2024
2025-06-09,-5000.0,"Částka: 5000 CZK 05.06.2025 Místo: GOPAY  *TIPSPORT.CZ BEROUN, Částka: 5000 CZK 05.06.2025, Místo: GOPAY  *TIPSPORT.CZ, BEROUN",Volný čas a zábava,Gopay,2025-06,2025
2025-07-07,-2000.0,"Částka: 2000 CZK 04.07.2025 Místo: GOPAY  *TIPSPORT.CZ BEROUN, Částka: 2000 CZK 04.07.2025, Místo: GOPAY  *TIPSPORT.CZ, BEROUN",Volný čas a zábava,Gopay,2025-07,2025
2025-07-07,-3000.0,"Částka: 3000 CZK 04.07.2025 Místo: GOPAY  *TIPSPORT.CZ BEROUN, Částka: 3000 CZK 04.07.2025, Místo: GOPAY  *TIPSPORT.CZ, BEROUN",Volný čas a zábava,Gopay,2025-07,2025
2026-03-10,-1300.0,"Částka: 1300 CZK 08.03.2026 Místo: GOPAY  *CHANCE.CZ BEROUN, Částka: 1300 CZK 08.03.2026, Místo: GOPAY  *CHANCE.CZ, BEROUN",Volný čas a zábava,Gopay,2026-03,2026
2026-03-10,-2000.0,"Částka: 2000 CZK 08.03.2026 Místo: GOPAY  *CHANCE.CZ BEROUN, Částka: 2000 CZK 08.03.2026, Místo: GOPAY  *CHANCE.CZ, BEROUN",Volný čas a zábava,Gopay,2026-03,2026
2026-03-10,-3000.0,"Částka: 3000 CZK 08.03.2026 Místo: GOPAY  *CHANCE.CZ BEROUN, Částka: 3000 CZK 08.03.2026, Místo: GOPAY  *CHANCE.CZ, BEROUN",Volný čas a zábava,Gopay,2026-03,2026
2026-03-10,-2000.0,"Částka: 2000 CZK 08.03.2026 Místo: GOPAY  *CHANCE.CZ BEROUN, Částka: 2000 CZK 08.03.2026, Místo: GOPAY  *CHANCE.CZ, BEROUN",Volný čas a zábava,Gopay,2026-03,2026
2026-03-11,-110.0,"Částka: 110 CZK 10.03.2026 Místo: GOPAY  *CHANCE.CZ BEROUN, Částka: 110 CZK 10.03.2026, Místo: GOPAY  *CHANCE.CZ, BEROUN",Volný čas a zábava,Gopay,2026-03,2026
2025-03-14,-357.86,"Částka: 15,19 USD 13.03.2025 Místo: GREATAPPS.CO SENSES WWW.GREATAPPS, Částka: 15,19 USD 13.03.2025, Místo: GREATAPPS.CO SENSES, WWW.GREATAPPS",Nákupy a služby,Greatapps.Co Senses Www.Greatap,2025-03,2025
2025-07-22,-505.82,"Částka: 20 EUR 19.07.2025 Místo: GREEN BEACH-B  4SPIAGG JESOLO, Částka: 20 EUR 19.07.2025, Místo: GREEN BEACH-B  4SPIAGG, JESOLO",Odchozí nezatříděná,Green Beach-B 4Spiagg Jesolo,2025-07,2025
2022-04-25,-129.0,"Částka: 129 CZK 22.04.2022 Místo: H&M Hennes&Mauritz CZ s.r Ceske Budejov  , Částka: 129 CZK 22.04.2022, Místo: H&M Hennes&Mauritz CZ s.r, Ceske Budejov,",Odchozí nezatříděná,H&M Hennes&Mauritz Cz S.R Ceske,2022-04,2022
2022-04-29,-129.0,"Částka: 129 CZK 27.04.2022 Místo: H&M Hennes&Mauritz CZ s.r Ceske Budejov  , Částka: 129 CZK 27.04.2022, Místo: H&M Hennes&Mauritz CZ s.r, Ceske Budejov,",Odchozí nezatříděná,H&M Hennes&Mauritz Cz S.R Ceske,2022-04,2022
2022-04-29,-352.0,"Částka: 352 CZK 27.04.2022 Místo: H&M Prague  , Částka: 352 CZK 27.04.2022, Místo: H&M, Prague,",Oblečení a obuv,H&M Prague,2022-04,2022
2022-06-09,-2772.0,"Částka: 2772 CZK 07.06.2022 Místo: H&M Prague  , Částka: 2772 CZK 07.06.2022, Místo: H&M, Prague,",Oblečení a obuv,H&M Prague,2022-06,2022
2022-06-13,-488.0,"Částka: 488 CZK 10.06.2022 Místo: H&M Prague  , Částka: 488 CZK 10.06.2022, Místo: H&M, Prague,",Oblečení a obuv,H&M Prague,2022-06,2022
2022-08-08,-748.0,"Částka: 748 CZK 05.08.2022 Místo: H&M Prague  , Částka: 748 CZK 05.08.2022, Místo: H&M, Prague,",Oblečení a obuv,H&M Prague,2022-08,2022
2022-02-07,-252.0,"Částka: 252 CZK 04.02.2022 Místo: HM HennesMauritz CZ s.r Ceske Budejov  , Částka: 252 CZK 04.02.2022, Místo: HM HennesMauritz CZ s.r, Ceske Budejov,",Odchozí nezatříděná,H_M,2022-02,2022
2023-07-03,-3655.0,"Částka: 3655 CZK 01.07.2023 Místo: HM HennesMauritz CZ s.r Praha, Částka: 3655 CZK 01.07.2023, Místo: HM HennesMauritz CZ s.r, Praha",Oblečení a obuv,H_M,2023-07,2023
